word,def1,def2,def3,pos,loo1,loo2,loo3,soundfile
paneer,"a fresh, soft cheese originating in India and made by curdling milk with an acid such as lemon juice.","a soft white cheese, used in Indian cookery",,noun,,,,https://static.sfdict.com/audio/NEW2016/paneer_000.mp3
paneer,"a fresh, soft cheese originating in India and made by curdling milk with an acid such as lemon juice.","a soft white cheese, used in Indian cookery",,noun,,,,https://static.sfdict.com/audio/NEW2016/paneer_000.mp3
parenthetical,"of, pertaining to, noting, or of the nature of a parenthesis: several unnecessary parenthetic remarks.",,,adjective,Greek,,,https://static.sfdict.com/audio/NEW2016/parenthetical_000.mp3
pieces,the plural of piece.,,,noun,,,,https://static.sfdict.com/audio/NEW2016/pieces_010.mp3
pistou,"a paste or sauce from Provençe made of basil, garlic, olive oil, and sometimes Parmesan cheese and tomato paste.",,,,Latin,French,,https://static.sfdict.com/audio/NEW2016/pistou_000.mp3
polysemy,"a condition in which a single word, phrase, or concept has more than one meaning or connotation.",the existence of several meanings in a single word,,noun,Latin,Greek,Latin,https://static.sfdict.com/audio/NEW2016/polysemy_010.mp3
potwalloper,"(in some boroughs before the Reform Bill of 1832) a man who qualified as a householder, and therefore a voter, by virtue of ownership of his own fireplace at which to boil pots.",(in some English boroughs) a man entitled to the franchise before 1832 by virtue of possession of his own fireplace,,noun,,,,https://static.sfdict.com/audio/NEW2016/potwalloper_000.mp3
prescient,"having prescience,  or knowledge of things or events before they exist or happen; having foresight: The prescient economist was one of the few to see the financial collapse coming.",,,adjective,Latin,French,Latin,https://static.sfdict.com/audio/NEW2016/prescient_000.mp3
recuperation,"the process or fact of regaining health or strength; recovery from illness or exhaustion: Whether for short-term care or recuperation from surgery, our team works closely with patients, their families, and physicians to encourage rapid recovery.",,,noun,,,,https://static.sfdict.com/audio/NEW2016/recuperation_020.mp3
relentlessly,"without letting up, pausing, or giving up; persistently:To win, you need to keep coming at the other team relentlessly, without allowing them time to adjust or alter strategy.",,,adverb,,,,https://static.sfdict.com/audio/NEW2016/relentlessly_010.mp3
reparations,"compensation in money, material, labor, etc., payable by a defeated country to another country or to an individual for loss suffered during or as a result of war: The U.S. government eventually disbursed reparations to Japanese Americans who had been interned during World War II.",,,plural noun,,,,https://static.sfdict.com/audio/NEW2016/reparations_010.mp3
ronin,"a samurai who no longer serves a daimyo, or feudal lord.","a lordless samurai, esp one whose feudal lord had been deprived of his territory",,"noun,",,,,https://static.sfdict.com/audio/NEW2016/ronin_000.mp3
topazolite,a greenish yellow variety of andradite garnet.,a yellowish-green variety of andradite garnet,,noun,,,,https://static.sfdict.com/audio/NEW2016/topazolite_000.mp3
unilaterally,"involving, done by, or decided by only one person, side, party, or faction: Instead of bargaining with teachers and public service workers, the governor and the legislature have unilaterally reduced pension and health benefits.",,,adverb,,,,https://static.sfdict.com/audio/NEW2016/unilaterally_010.mp3
vegan,a vegetarian who omits all animal products from the diet.,"a person who refrains from using any animal product whatever for food, clothing, or any other purpose",,noun,,,,https://static.sfdict.com/audio/NEW2016/vegan_000.mp3
vividly,extremely brightly or intensely: Black and white photos of local greats like Caetano Veloso and Gal Costa vie for space with vividly colored paintings of small-town Brazilian life.,,,adverb,,,,https://static.sfdict.com/audio/NEW2016/vividly_010.mp3
obeisance,"a movement of the body expressing deep respect or deferential courtesy, as before a superior; a bow, curtsy, or other similar gesture.",an attitude of deference or homage,,noun,Middle English,French,French,https://static.sfdict.com/audio/O00/O0005200.mp3
obstacle,something that obstructs or hinders progress.,a person or thing that opposes or hinders something,,noun,Middle English,Latin,French,https://static.sfdict.com/audio/O00/O0019300.mp3
odontiasis,dentition (def. 2).,,,noun,Greek,,,https://static.sfdict.com/audio/O00/O0043200.mp3
older,a comparative of old.,the comparative of old,,adjective,,,,https://static.sfdict.com/audio/O00/O0074800.mp3
ooze,"(of moisture, liquid, etc.) to flow, percolate, or exude slowly, as through holes or small openings.",Geology.,(intr),"verb (used without object),",Middle English,Middle English,,https://static.sfdict.com/audio/O01/O0117300.mp3
oppidan,of a town; urban.,of a town; urban,,adjective,Latin,Latin,,https://static.sfdict.com/audio/O01/O0131300.mp3
opponency,an act or instance of opposing.,,,noun,,,,https://static.sfdict.com/audio/O01/O0131500.mp3
oriel,"a bay window, especially one cantilevered or corbeled out from a wall.",,,noun,Middle English,Latin,French,https://static.sfdict.com/audio/O01/O0157100.mp3
owlish,resembling or characteristic of an owl: His thick glasses give him an owlish appearance.,like an owl,,adjective,,,,https://static.sfdict.com/audio/O02/O0271300.mp3
pachinko,a Japanese pinball game played on a vertical machine in which slots struck by the player's ball release other balls that in turn are exchanged for noncash prizes.,a Japanese game similar to pinball,,noun,,,,https://static.sfdict.com/audio/P00/P0002900.mp3
Panagia,"a ceremony in a monastery, commemorating the assumption of the Virgin Mary, in which a loaf of bread on a plate is elevated before being distributed to the monks.",,,"noun,",Greek,,,https://static.sfdict.com/audio/P00/P0051500.mp3
parachute,"a folding, umbrellalike, fabric device with cords supporting a harness or straps for allowing a person, object, package, etc., to float down safely through the air from a great height, especially from an aircraft, rendered effective by the resistance of the air that expands it during the descent and reduces the velocity of its fall.","a device used to retard the fall of a man or package from an aircraft, consisting of a large fabric canopy connected to a harness",,noun,French,French,,https://static.sfdict.com/audio/P00/P0088700.mp3
parameter,Mathematics.,one of a number of auxiliary variables in terms of which all the variables in an implicit functional relationship can be explicitly expressed,,noun,Latin,,,https://static.sfdict.com/audio/P00/P0099600.mp3
paramount,chief in importance or impact; supreme; preeminent: a point of paramount significance.,"a city in SW California, near Los Angeles.",of the greatest importance or significance; pre-eminent,adjective,Latin,French,,https://static.sfdict.com/audio/P01/P0100800.mp3
Parmentier,(of food) prepared or served with potatoes: potage Parmentier.,"(of soups, etc) containing or garnished with potatoes",,adjective,French,French,,https://static.sfdict.com/audio/P01/P0124200.mp3
pelage,"the hair, fur, wool, or other soft covering of a mammal.","the coat of a mammal, consisting of hair, wool, fur, etc",,noun,French,Latin,French,https://static.sfdict.com/audio/P02/P0219800.mp3
Pepys,"Samuel,  1633–1703,","Samuel. 1633–1703, English diarist and naval administrator. His diary, which covers the period 1660–69, is a vivid account of London life through such disasters as the Great Plague, the Fire of London, and the intrusion of the Dutch fleet up the Thames",,noun,,,,https://static.sfdict.com/audio/P02/P0255800.mp3
peregrination,"travel from one place to another, especially on foot.","a voyage, esp an extensive one",,noun,Middle English,Latin,French,https://static.sfdict.com/audio/P02/P0264200.mp3
pertinacity,the quality of being pertinacious;  persistence.,,,noun,Latin,,,https://static.sfdict.com/audio/P03/P0309700.mp3
petroglyph,"a drawing or carving on rock, made by a member of a prehistoric people.","a drawing or carving on rock, esp a prehistoric one",,noun,French,French,Greek,https://static.sfdict.com/audio/P03/P0326900.mp3
phalanges,a plural of phalanx.,,,noun,Latin,Greek,,https://static.sfdict.com/audio/P03/P0337100.mp3
physicist,a scientist who specializes in physics.,a person versed in or studying physics,,noun,,,,https://static.sfdict.com/audio/P04/P0411800.mp3
Pianola,a brand of player piano.,trademark,,,,,,https://static.sfdict.com/audio/P04/P0420300.mp3
pika,"any of several small, brown to gray tailless mammals of the genus Ochotona, resembling rabbits with short ears and legs and inhabiting western mountains of North America and parts of eastern Europe and Asia.","any burrowing lagomorph mammal of the family Ochotonidae of mountainous regions of North America and Asia, having short rounded ears, a rounded body, and rudimentary tail",,noun,German,,,https://static.sfdict.com/audio/P04/P0446700.mp3
pilcrow,a paragraph mark.,,,noun,Middle English,French,,https://static.sfdict.com/audio/P04/P0449800.mp3
pilfer,"to steal, especially in small quantities.","to steal (minor items), esp in small quantities",,verb (used with or without object),Middle English,French,French,https://static.sfdict.com/audio/P04/P0451600.mp3
pilgrimage,"a journey, especially a long one, made to some sacred place as an act of religious devotion: a pilgrimage to Lourdes.",a journey to a shrine or other sacred place,,noun,Middle English,French,,https://static.sfdict.com/audio/P04/P0452000.mp3
pinion,Machinery.,"the distal or terminal segment of the wing of a bird consisting of the carpus, metacarpus, and phalanges.",mainly poetic,noun,Latin,French,Middle English,https://static.sfdict.com/audio/P04/P0466500.mp3
pirate,a person who robs or commits illegal violence at sea or on the shores of the sea.,a person who commits piracy,,noun,Middle English,Latin,Greek,https://static.sfdict.com/audio/P04/P0483500.mp3
pirouette,"a whirling about on one foot or on the points of the toes, as in ballet dancing.","a body spin, esp in dancing, on the toes or the ball of the foot",,noun,French,Italian,French,https://static.sfdict.com/audio/P04/P0484800.mp3
placard,"a paperboard sign or notice, as one posted in a public place or carried by a demonstrator or picketer.",a printed or written notice for public display; poster,,noun,French,French,,https://static.sfdict.com/audio/P05/P0502800.mp3
plaudit,an enthusiastic expression of approval: Her portrayal of Juliet won the plaudits of the critics.,an expression of enthusiastic approval or approbation,,noun,Latin,Latin,,https://static.sfdict.com/audio/P05/P0532500.mp3
plunder,"to rob of goods or valuables by open force, as in war, hostile raids, brigandage, etc.: to plunder a town.","to steal (valuables, goods, sacred items, etc) from (a town, church, etc) by force, esp in time of war; loot",,verb (used with object),German,,,https://static.sfdict.com/audio/P05/P0558600.mp3
Ponzi,"a swindle in which a quick return, made up of money from new investors, on an initial investment lures the victim into much bigger risks.",,,noun,,,,https://static.sfdict.com/audio/P06/P0637600.mp3
Ponzi,"a swindle in which a quick return, made up of money from new investors, on an initial investment lures the victim into much bigger risks.",,,noun,,,,https://static.sfdict.com/audio/P06/P0637600.mp3
Ponzi,"a swindle in which a quick return, made up of money from new investors, on an initial investment lures the victim into much bigger risks.",,,noun,,,,https://static.sfdict.com/audio/P06/P0637600.mp3
prank,"a trick of an amusing, playful, or sometimes malicious nature.",to dress or adorn in an ostentatious manner: They were all pranked out in their fanciest clothes.,"a mischievous trick or joke, esp one in which something is done rather than said",noun,German,,,https://static.sfdict.com/audio/P07/P0706900.mp3
primatology,the branch of zoology dealing with the primates.,the branch of zoology that is concerned with the study of primates,,noun,,,,https://static.sfdict.com/audio/P07/P0780500.mp3
proselytize,to convert or attempt to convert as a proselyte;  recruit to a religion or other belief system.,to convert (someone) from one religious faith to another,,"verb (used with or without object),",,,,https://static.sfdict.com/audio/P08/P0845000.mp3
prune,a variety of plum that dries without spoiling.,"to cut or lop off (twigs, branches, or roots).",Archaic.,noun,Middle English,Latin,French,https://static.sfdict.com/audio/P08/P0876200.mp3
puerile,of or relating to a child or to childhood.,exhibiting silliness; immature; trivial,,adjective,Latin,Latin,,https://static.sfdict.com/audio/P09/P0912900.mp3
punt,Football.,Cards.,"a monetary unit of the Republic of Ireland until the euro was adopted, equal to 100 pence; Irish pound.",noun,Middle English,Latin,French,https://static.sfdict.com/audio/P09/P0934100.mp3
puny,of less than normal size and strength; weak.,having a small physique or weakly constitution,,"adjective,",French,,,https://static.sfdict.com/audio/P09/P0935500.mp3
puppet,"an artificial figure representing a human being or an animal, manipulated by the hand, rods, wires, etc., as on a miniature stage.",a small doll or figure of a person or animal moved by strings attached to its limbs or by the hand inserted in its cloth body,,noun,Middle English,Latin,German,https://static.sfdict.com/audio/P09/P0937000.mp3
puzzle,"a toy, problem, or other contrivance designed to amuse by presenting difficulties to be solved by ingenuity or patient effort.",to perplex or be perplexed,,noun,,,,https://static.sfdict.com/audio/P09/P0955700.mp3
quoth,"said (used with nouns, and with first- and third-person pronouns, and always placed before the subject): Quoth the raven, “Nevermore.”","archaic (used with all pronouns except thou and you, and with nouns) another word for said 1 (def. 2)",,verb,Middle English,German,,https://static.sfdict.com/audio/Q00/Q0054400.mp3
ramification,the act or process of ramifying.,the act or process of ramifying or branching out,,noun,Latin,French,,https://static.sfdict.com/audio/R00/R0048800.mp3
rampart,Fortification.,"the surrounding embankment of a fort, often including any walls, parapets, walks, etc, that are built on the bank",,noun,Latin,French,Latin,https://static.sfdict.com/audio/R00/R0051200.mp3
rappel,"(in mountaineering) the act or method of moving down a steep incline or past an overhang by means of a double rope secured above and placed around the body, usually under the left thigh and over the right shoulder, and paid out gradually in the descent.",another word (esp US) for abseil,,noun,French,Latin,French,https://static.sfdict.com/audio/R00/R0063900.mp3
ravigote,"a highly seasoned velouté with white wine and vinegar, butter, cream, and mushrooms cooked in liquor, usually served hot with variety meats and poultry.",,,noun,French,,,https://static.sfdict.com/audio/R00/R0081900.mp3
reconcilable,capable of being reconciled.,able or willing to be reconciled,,adjective,,,,https://static.sfdict.com/audio/R01/R0115300.mp3
reconnoitre,reconnoiter.,"to survey or inspect (an enemy's position, region of land, etc); make a reconnaissance (of)",,"verb (used with or without object),",French,,,https://static.sfdict.com/audio/R01/R0116300.mp3
recriminate,to bring a countercharge against an accuser.,(intr),,"verb (used without object),",Latin,Latin,,https://static.sfdict.com/audio/R01/R0120200.mp3
recycle,to treat or process (used or waste materials) so as to make suitable for reuse: recycling paper to save trees.,to pass (a substance) through a system again for further treatment or use,,"verb (used with object),",,,,https://static.sfdict.com/audio/R01/R0125500.mp3
reimburse,to make repayment to for expense or loss incurred: The insurance company reimbursed him for his losses in the fire.,(tr),,"verb (used with object),",Latin,Latin,,https://static.sfdict.com/audio/R01/R0170000.mp3
renvoi,"the expulsion by a government of an alien, especially a foreign diplomat, from the country.",the referring of a dispute or other legal question to a jurisdiction other than that in which it arose,,noun,French,French,,https://static.sfdict.com/audio/R01/R0199700.mp3
repoussage,the art or process of working in repoussé.,,,noun,French,,,https://static.sfdict.com/audio/R02/R0210400.mp3
rescissible,able to be rescinded.,able to be rescinded,,adjective,Latin,,,https://static.sfdict.com/audio/R02/R0220800.mp3
result,"to spring, arise, or proceed as a consequence of actions, circumstances, premises, etc.; be the outcome.","something that ensues from an action, policy, course of events, etc; outcome; consequence",,verb (used without object),Middle English,Latin,,https://static.sfdict.com/audio/R02/R0240000.mp3
reticulate,netted; covered with a network.,in the form of a network or having a network of parts,,adjective,Latin,Latin,,https://static.sfdict.com/audio/R02/R0246600.mp3
retrocede,to go back; recede; retire.,to cede  back: to retrocede a territory.,(tr),"verb (used without object),",Latin,,,https://static.sfdict.com/audio/R02/R0254500.mp3
revulsive,tending to alter the distribution of blood by revulsion.,of or causing revulsion,,adjective,Latin,,,https://static.sfdict.com/audio/R02/R0271300.mp3
rhythmical,"periodic, as motion, or a drumbeat.",,,adjective,,,,https://static.sfdict.com/audio/R02/R0292500.mp3
rinceau,an ornamental foliate or floral motif.,,,"noun,",Latin,French,,https://static.sfdict.com/audio/R03/R0324100.mp3
ritenuto,(of a passage in a musical score) immediately slower.,held back momentarily,,"adverb, adjective",Italian,Latin,Italian,https://static.sfdict.com/audio/R03/R0337000.mp3
ritzy,swanky; elegant; posh: a ritzy neighborhood; a ritzy hotel.,slang,,"adjective,",,,,https://static.sfdict.com/audio/R03/R0338300.mp3
rongeur,"a strongly constructed instrument with a sharp-edged, scoop-shaped tip, used for gouging out bone.",,,"noun,",French,,,https://static.sfdict.com/audio/R03/R0376800.mp3
rudiment,Usually rudiments.,(often plural),,noun,Latin,Latin,,https://static.sfdict.com/audio/R04/R0429800.mp3
rupicolous,rupestrine.,biology,,adjective,Latin,Latin,,https://static.sfdict.com/audio/R04/R0446200.mp3
saccadic,characterized by discontinuous or sporadic movement; jerky.,,,adjective,,,,https://static.sfdict.com/audio/S00/S0006900.mp3
salamander,"any tailed amphibian of the order Caudata, having a soft, moist, scaleless skin, typically aquatic as a larva and semiterrestrial as an adult: several species are endangered.","any of various urodele amphibians, such as Salamandra salamandra (European fire salamander) of central and S Europe (family Salamandridae). They are typically terrestrial, have an elongated body, and only return to water to breed",,noun,Middle English,Latin,Greek,https://static.sfdict.com/audio/S00/S0035000.mp3
sambal,"a condiment or side dish of Indonesia, Malaysia, and southern India, made with any of various ingredients, as vegetables, fish, or coconut, usually seasoned with chile peppers and spices and served with rice and curries.",,,noun,,,,https://static.sfdict.com/audio/S00/S0058700.mp3
sample,"a small part of anything or one of a number, intended to show the quality, style, or nature of the whole; specimen.","a small part of anything, intended as representative of the whole; specimen",,noun,Middle English,French,,https://static.sfdict.com/audio/S00/S0062900.mp3
sanitize,"to free from dirt, germs, etc., as by cleaning or sterilizing.","to make sanitary or hygienic, as by sterilizing",,"verb (used with object),",,,,https://static.sfdict.com/audio/S00/S0080400.mp3
scenography,the art of representing objects in accordance with the rules of perspective.,the art of portraying objects or scenes in perspective,,noun,Greek,Latin,Greek,https://static.sfdict.com/audio/S01/S0161800.mp3
scramble,"to climb or move quickly using one's hands and feet, as down a rough incline.",(intr),,"verb (used without object),",,,,https://static.sfdict.com/audio/S02/S0217900.mp3
scrumptious,"very pleasing, especially to the senses; delectable:a scrumptious casserole;a scrumptious satin gown.",informal,,adjective,,,,https://static.sfdict.com/audio/S02/S0231200.mp3
segment,"one of the parts into which something naturally separates or is divided; a division, portion, or section: a segment of an orange.",maths,,noun,Latin,,,https://static.sfdict.com/audio/S02/S0270100.mp3
seismology,the science or study of earthquakes and their phenomena.,the branch of geology concerned with the study of earthquakes and seismic waves,,noun,,,,https://static.sfdict.com/audio/S02/S0277200.mp3
shenanigan,Usually shenanigans.,(usually plural),,noun,,,,https://static.sfdict.com/audio/S04/S0437300.mp3
shrug,"to raise and contract (the shoulders), expressing indifference, disdain, etc.","to draw up and drop (the shoulders) abruptly in a gesture expressing indifference, contempt, ignorance, etc",,"verb (used with object),",Middle English,,,https://static.sfdict.com/audio/S04/S0486700.mp3
sibling,a brother or sister.,a person's brother or sister,,noun,Middle English,,,https://static.sfdict.com/audio/S04/S0495400.mp3
simultaneous,"existing, occurring, or operating at the same time; concurrent: simultaneous movements;simultaneous translation.","occurring, existing, or operating at the same time; concurrent",,adjective,Latin,Latin,,https://static.sfdict.com/audio/S05/S0543400.mp3
singultus,a hiccup.,a technical name for hiccup,,"noun,",Latin,Latin,,https://static.sfdict.com/audio/S05/S0553200.mp3
Sinophile,"a person who admires or has a strong liking for China, the Chinese, or their culture.",,,noun,,,,https://static.sfdict.com/audio/S05/S0557300.mp3
slice,"a thin, flat piece cut from something: a slice of bread.",a thin flat piece cut from something having bulk,,noun,Middle English,French,French,https://static.sfdict.com/audio/S06/S0619300.mp3
smelter,a person or thing that smelts.,a person engaged in smelting,,noun,Middle English,,,https://static.sfdict.com/audio/S06/S0644800.mp3
smile,"to assume a facial expression indicating pleasure, favor, or amusement, but sometimes derision or scorn, characterized by an upturning of the corners of the mouth.","a facial expression characterized by an upturning of the corners of the mouth, usually showing amusement, friendliness, etc, but sometimes scorn, etc",,"verb (used without object),",Middle English,German,,https://static.sfdict.com/audio/S06/S0645700.mp3
solipsism,Philosophy.,philosophy,,noun,Latin,Latin,,https://static.sfdict.com/audio/S07/S0705600.mp3
sour,"having an acid taste, resembling that of vinegar, lemon juice, etc.; tart.",having or denoting a sharp biting taste like that of lemon juice or vinegar,a variant spelling of Sur,"adjective,",Middle English,German,,https://static.sfdict.com/audio/S07/S0745500.mp3
staggered,"arranged in a series of alternating or continually overlapping intervals of time: Board members serve staggered four-year terms, with new directors replacing outgoing ones each year.",,,adjective,,,,https://static.sfdict.com/audio/S08/S0872500.mp3
staid,of settled or sedate character; not flighty or capricious.,"of a settled, sedate, and steady character",,adjective,,,,https://static.sfdict.com/audio/S08/S0874500.mp3
stannum,tin.,an obsolete name for tin (def. 1),,noun,Latin,Latin,,https://static.sfdict.com/audio/S08/S0887900.mp3
stanza,"an arrangement of a certain number of lines, usually four or more, sometimes having a fixed length, meter, or rhyme scheme, forming a division of a poem.",prosody,,noun,Latin,Italian,,https://static.sfdict.com/audio/S08/S0888500.mp3
steeplechasing,the sport of riding or running in a steeplechase.,,,noun,,,,https://static.sfdict.com/audio/S09/S0913700.mp3
stigma,"a mark of disgrace or infamy; a stain or reproach, as on one's reputation.",a distinguishing mark of social disgrace,,"noun,",Latin,Greek,Latin,https://static.sfdict.com/audio/S09/S0949300.mp3
stimuli,the plural of stimulus.,,,noun,,,,https://static.sfdict.com/audio/S09/S0953500.mp3
stirrup,"a loop, ring, or other contrivance of metal, wood, leather, etc., suspended from the saddle of a horse to support the rider's foot.",Also called: stirrup iron,,noun,Middle English,German,German,https://static.sfdict.com/audio/S09/S0959300.mp3
stunt,"to stop, slow down, or hinder the growth or development of; dwarf: A harsh climate stunted the trees. Brutal treatment in childhood stunted his personality.","a performance displaying a person's skill or dexterity, as in athletics; feat: an acrobatic stunt.",(tr),verb (used with object),Middle English,German,,https://static.sfdict.com/audio/S10/S1030300.mp3
succuss,to shake up; shake.,med,,verb (used with object),Latin,Latin,,https://static.sfdict.com/audio/S10/S1082200.mp3
suffuse,"to overspread with or as with a liquid, color, etc.",(tr; usually passive),,"verb (used with object),",Latin,Latin,,https://static.sfdict.com/audio/S10/S1090500.mp3
sumpsimus,"adherence to or persistence in using a strictly correct term, holding to a precise practice, etc., as a rejection of an erroneous but more common form (opposed to mumpsimus).",,,"noun,",,,,https://static.sfdict.com/audio/S11/S1109700.mp3
sunder,to separate; part; divide; sever.,to break or cause to break apart or in pieces,,verb (used with object),Middle English,German,Latin,https://static.sfdict.com/audio/S11/S1113200.mp3
surmise,to think or infer without certain or strong evidence; conjecture; guess.,"(when tr, may take a clause as object)",,"verb (used with object),",Middle English,Latin,French,https://static.sfdict.com/audio/S11/S1157100.mp3
surrealism,"a style of art and literature developed principally in the 20th century, stressing the subconscious or nonrational significance of imagery arrived at by automatism or the exploitation of chance effects, unexpected juxtapositions, etc.",(sometimes capital),,noun,French,French,,https://static.sfdict.com/audio/S11/S1159000.mp3
synaesthesia,synesthesia.,physiol,,noun,Latin,Greek,,https://static.sfdict.com/audio/S12/S1210500.mp3
tae,to.,a Scot word for to 1,a Scot word for too,preposition,,,,https://static.sfdict.com/audio/T00/T0014600.mp3
tamper,"to meddle, especially for the purpose of altering, damaging, or misusing (usually followed by with): Someone has been tampering with the lock.",a person or thing that tamps.,(usually foll by with),verb (used without object),,,,https://static.sfdict.com/audio/T00/T0043800.mp3
tapas,"the conditioning of the body through the proper kinds and amounts of diet, rest, bodily training, meditation, etc., to bring it to the greatest possible state of creative power.","light snacks or appetizers, usually eaten with drinks",,noun,,,,https://static.sfdict.com/audio/T00/T0058300.mp3
tartaric,pertaining to or derived from tartar.,"of, concerned with, containing, or derived from tartar or tartaric acid",a variant spelling of Tataric,adjective,,,,https://static.sfdict.com/audio/T00/T0072600.mp3
taxonomy,the science or technique of classification.,"the branch of biology concerned with the classification of organisms into groups based on similarities of structure, origin, etc",,"noun,",French,French,Greek,https://static.sfdict.com/audio/T00/T0089500.mp3
telegnosis,supernatural or occult knowledge; clairvoyance.,knowledge about distant events alleged to have been obtained without the use of any normal sensory mechanism,,noun,Greek,,,https://static.sfdict.com/audio/T01/T0116200.mp3
telepathy,communication between minds by some means other than sensory perception.,psychol,,noun,Greek,,,https://static.sfdict.com/audio/T01/T0120000.mp3
tepid,moderately warm; lukewarm: tepid water.,slightly warm; lukewarm,,adjective,Middle English,Latin,Latin,https://static.sfdict.com/audio/T01/T0151800.mp3
teratism,love or worship of the monstrous.,"a malformed animal or human, esp in the fetal stage; monster",,noun,,,,https://static.sfdict.com/audio/T01/T0152700.mp3
thaw,to pass or change from a frozen to a liquid or semiliquid state; melt.,to melt or cause to melt from a solid frozen state,,verb (used without object),Middle English,,,https://static.sfdict.com/audio/T01/T0197900.mp3
theomachy,a battle with or among the gods.,a battle among the gods or against them,,"noun,",Latin,Greek,Greek,https://static.sfdict.com/audio/T02/T0208900.mp3
there's,contraction of there is:There's the hotel we were looking for.,,,,,,,https://static.sfdict.com/audio/T02/T0214500.mp3
tickle,"to touch or stroke lightly with the fingers, a feather, etc., so as to excite a tingling or itching sensation in; titillate.","to touch, stroke, or poke (a person, part of the body, etc) so as to produce pleasure, laughter, or a twitching sensation",,"verb (used with object),",Middle English,Latin,German,https://static.sfdict.com/audio/T02/T0287100.mp3
timid,"lacking in self-assurance, courage, or bravery; easily alarmed; timorous; shy.","easily frightened or upset, esp by human contact; shy",,"adjective,",Latin,,,https://static.sfdict.com/audio/T03/T0306800.mp3
tinnient,having a ringing or clinking sound.,,,adjective,Latin,,,https://static.sfdict.com/audio/T03/T0313400.mp3
toplofty,condescending; haughty.,informal,,adjective,,,,https://static.sfdict.com/audio/T03/T0374200.mp3
topple,"to fall forward, as from having too heavy a top; pitch; tumble down.","to tip over or cause to tip over, esp from a height",,"verb (used without object),",,,,https://static.sfdict.com/audio/T03/T0376500.mp3
tourelle,a turret.,,,noun,Middle English,French,,https://static.sfdict.com/audio/T04/T0401300.mp3
tractable,easily managed or controlled; docile; yielding: a tractable child; a tractable disposition.,easily controlled or persuaded,,adjective,Latin,Latin,,https://static.sfdict.com/audio/T04/T0420000.mp3
transparency,Also trans·par·ence.,Also called: transparence,,"noun,",Latin,,,https://static.sfdict.com/audio/T04/T0446400.mp3
transpose,"to change the relative position, order, or sequence of; cause to change places; interchange: to transpose the third and fourth letters of a word.",(tr),,"verb (used with object),",Middle English,French,Latin,https://static.sfdict.com/audio/T04/T0448500.mp3
travail,painfully difficult or burdensome work; toil.,painful or excessive labour or exertion,,noun,Middle English,Latin,French,https://static.sfdict.com/audio/T04/T0455600.mp3
tremble,"to shake involuntarily with quick, short movements, as from fear, excitement, weakness, or cold; quake; quiver.",to vibrate with short slight movements; quiver,,"verb (used without object),",Middle English,Latin,French,https://static.sfdict.com/audio/T04/T0464200.mp3
trepan,a tool for cutting shallow holes by removing a core.,a person who ensnares or entraps others.,surgery,noun,Middle English,Latin,French,https://static.sfdict.com/audio/T04/T0467800.mp3
triglyceride,"an ester obtained from glycerol by the esterification of three hydroxyl groups with fatty acids, naturally occurring in animal and vegetable tissues: an important energy source forming much of the fat stored by the body.","any ester of glycerol and one or more carboxylic acids, in which each glycerol molecule has combined with three carboxylic acid molecules. Most natural fats and oils are triglycerides",,noun,,,,https://static.sfdict.com/audio/T04/T0493500.mp3
trompe,Metallurgy.,"an apparatus for supplying the blast of air in a forge, consisting of a thin column down which water falls, drawing in air through side openings",,noun,French,French,,https://static.sfdict.com/audio/T05/T0525600.mp3
truth,the true  or actual state of a matter: He tried to find out the truth.,"So·journ·er  [soh-jur-ner, soh-jur-ner],  /'so? d??r n?r, so?'d??r n?r/,  Isabella Van Wagener, 1797?–1883,","the quality of being true, genuine, actual, or factual","noun,",Middle English,,,https://static.sfdict.com/audio/T05/T0545200.mp3
twirl,to cause to rotate rapidly; spin; revolve; whirl.,to move or cause to move around rapidly and repeatedly in a circle,,verb (used with object),,,,https://static.sfdict.com/audio/T06/T0605100.mp3
twisty,(especially of a road) twisting  or winding: a twisty little path through the woods.,,,"adjective,",,,,https://static.sfdict.com/audio/T06/T0605700.mp3
umpirage,the office or authority of an umpire.,,,noun,,,,https://static.sfdict.com/audio/U00/U0023100.mp3
unguiculate,bearing or resembling a nail or claw.,(of mammals) having claws or nails,,adjective,Latin,Latin,,https://static.sfdict.com/audio/U00/U0082800.mp3
unmoor,to loose (a vessel) from moorings or anchorage.,to weigh the anchor or drop the mooring of (a vessel),,verb (used with object),Middle English,,,https://static.sfdict.com/audio/U01/U0105700.mp3
urbane,having the polish and suavity regarded as characteristic of sophisticated social life in major cities: an urbane manner.,characterized by elegance or sophistication,,adjective,Latin,French,Latin,https://static.sfdict.com/audio/U01/U0157500.mp3
utensil,"any of the instruments or vessels commonly used in a kitchen, dairy, etc.: eating utensils; baking utensils.","an implement, tool, or container for practical use",,noun,Middle English,Latin,French,https://static.sfdict.com/audio/U01/U0177600.mp3
utter,to give audible expression to; speak or pronounce: unable to utter her feelings;Words were uttered in my hearing.,complete; total; absolute: her utter abandonment to grief;utter strangers.,to give audible expression to (something),verb (used with object),Middle English,German,Middle English,https://static.sfdict.com/audio/U01/U0181500.mp3
uvea,"the vascular tunic of the eye, comprising the iris, choroid coat, and ciliary body.","the part of the eyeball consisting of the iris, ciliary body, and choroid",,noun,Latin,Latin,,https://static.sfdict.com/audio/U01/U0182800.mp3
